Issuer,Sovereignity Type,Sector,TRBC Sector,Region,Income Group,Development Status,Country,ISO3,Generalised Bond Type,Specified Green Bond Type,Year,Issuance Currency,Issued Amount (USD),Coupon Class,Coupon,Average Int. Rate of Govt. Debt (Private),FED Rate,ESG Score, Environmental Score 
BANCO FINANDINA SA BIC,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Colombian Peso,19644645,Floating Coupon,16.4,,1.7,,
SWEDISH EXPORT CREDIT CORP,Non-Sovereign,Private Institution,Commercial Loans,,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,45705510,Fixed Coupon,0.7,,1.7,,
GYEONGGI HOUSING & URBAN DEVELOPMENT CORP,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,South Korean Won,48161603,Fixed Coupon,2.3,,1.7,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Hong Kong Dollar,64179909,Fixed Coupon,3.2,,1.7,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Hong Kong Dollar,64179909,Fixed Coupon,3.2,,1.7,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Hong Kong Dollar,64179909,Fixed Coupon,3.2,,1.7,,
MEXICO (UNITED MEXICAN STATES) (GOVERNMENT),Sovereign,Government,Government & Government Finance (NEC),Latin America & Caribbean,Upper middle income,Developing,Mexico,MEX,Sustainability Bond,,2022,Mexican Peso,1050737850,Floating Coupon,11.3,3.2961,1.7,64.3, 63.0 
GYEONGGI HOUSING & URBAN DEVELOPMENT CORP,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,South Korean Won,41281374,Fixed Coupon,5.3,,1.7,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,US Dollar,1000000000,Fixed Coupon,2.3,,1.7,,
NH CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Social Bond,,2022,South Korean Won,13760458,Fixed Coupon,3.5,,1.7,,
ASIAN INFRASTRUCTURE INVESTMENT BANK,Non-Sovereign,International Institution,National Security & International Affairs,,,,,,Sustainability Bond,,2022,Turkish Lira,20841265,Fixed Coupon,46.0,,1.7,,
INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Hong Kong Dollar,25671964,Fixed Coupon,3.5,,1.7,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2022,South Korean Won,172005724,Fixed Coupon,2.8,,1.7,,
SHINHAN CAPITAL CO LTD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,6880229,Fixed Coupon,5.3,,1.7,,
VONOVIA SE,Non-Sovereign,Private Institution,Residential Real Estate Rental & Development,,,,,,Social Bond,,2022,Swedish Krona,45705510,Floating Coupon,5.0,,1.7,,
RAIFFEISEN BANK INTERNATIONAL AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,4306359,Fixed Coupon,1.0,,1.7,,
RAIFFEISEN BANK INTERNATIONAL AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,9242000,Fixed Coupon,3.0,,1.7,,
NH CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Social Bond,,2022,South Korean Won,41281374,Fixed Coupon,3.5,,1.7,,
LOTTE RENTAL CO LTD,Non-Sovereign,Private Institution,Passenger Car Rental,,,,,,Green Bond,Self-Labeled Green Bond,2022,South Korean Won,96323206,Fixed Coupon,3.9,,1.7,,
ACUON CAPITAL CORP,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,3440114,Fixed Coupon,4.4,,1.7,,
ACUON CAPITAL CORP,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,6880229,Floating Coupon,6.1,,1.7,,
BUSAN PORT AUTHORITY,Non-Sovereign,Private Institution,Marine Port Services (NEC),,,,,,Social Bond,,2022,South Korean Won,20640687,Fixed Coupon,5.1,,1.7,,
ACUON CAPITAL CORP,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,27520916,Fixed Coupon,4.4,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,41281374,Fixed Coupon,3.0,,1.7,,
LOTTE CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Sustainability Bond,,2022,South Korean Won,41281374,Fixed Coupon,6.0,,1.7,,
XUCHANG CONSTRUCTION INVESTMENT CO LTD,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,123487281,Fixed Coupon,5.5,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,6300000,Fixed Coupon,2.0,,1.7,,
STANDARD CHARTERED BANK,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Hong Kong Dollar,1026879,Floating Coupon,0.0,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,55041832,Fixed Coupon,2.9,,1.7,,
INCHEON HOUSING & CITY DEVELOPMENT,Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Social Bond,,2022,South Korean Won,103203435,Fixed Coupon,3.3,,1.7,,
HANAM URBAN INNOVATION CORP,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Social Bond,,2022,South Korean Won,6880229,Fixed Coupon,3.5,,1.7,,
HUMLEGARDEN FASTIGHETER AB,Non-Sovereign,Private Institution,Office Real Estate Rental & Development,,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,68558265,Fixed Coupon,2.6,,1.7,,
HEBA FASTIGHETS AB,Non-Sovereign,Private Institution,Residential Real Estate Rental & Development,,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,27423306,Floating Coupon,5.2,,1.7,,
ACUON CAPITAL CORP,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,13760458,Fixed Coupon,4.2,,1.7,,
HYUNDAI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Sustainability Bond,,2022,South Korean Won,27520916,Fixed Coupon,6.2,,1.7,,
ACUON CAPITAL CORP,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,13760458,Fixed Coupon,4.3,,1.7,,
CITIGROUP GLOBAL MARKETS HOLDINGS INC,Non-Sovereign,Private Institution,Investment Banking & Brokerage Services (NEC),,,,,,Social Bond,,2022,US Dollar,6000000,Fixed Coupon,3.2,,1.7,,
MADECO ARGENTINA SA,Non-Sovereign,Private Institution,Unknown,,,,,,Green Bond,CBI Aligned Green bond,2022,Argentinian Peso,66461,Floating Coupon,96.4,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,82562748,Fixed Coupon,5.3,,1.7,,
VASAKRONAN AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,68558265,Fixed Coupon,2.2,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,7100000,Fixed Coupon,2.3,,1.7,,
JB WOORI CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,6880229,Fixed Coupon,3.7,,1.7,,
HANA CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,34401145,Fixed Coupon,3.7,,1.7,,
BANCO DE COMERCIO EXTERIOR DE COLOMBIA SA,Non-Sovereign,Private Institution,Import-Export Banks,,,,,,Social Bond,,2022,Colombian Peso,50778934,Fixed Coupon,11.5,,1.7,,
JINKO POWER TECHNOLOGY CO LTD,Non-Sovereign,Private Institution,Renewable IPPs,,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,68604045,Variable Coupon,2.0,,1.7,,
MERITZ CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,55041832,Fixed Coupon,4.2,,1.7,,
KOREA HOUSING FINANCE CORP,Non-Sovereign,Private Institution,Personal & Car Loans,,,,,,Social Bond,,2022,South Korean Won,116963893,Fixed Coupon,3.1,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,516350000,Floating Coupon,0.8,,1.7,,
CHINA CONSTRUCTION BANK CORPORATION (LONDON BRANCH),Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,137208090,Fixed Coupon,3.4,,1.7,,
WEST NIPPON EXPRESSWAY CO LTD,Non-Sovereign,Private Institution,Highway Operators,,,,,,Social Bond,,2022,Japanese Yen,264200793,Fixed Coupon,0.1,,1.7,,
KOREA WESTERN POWER CO LTD,Non-Sovereign,Private Institution,Fossil Fuel Electric Utilities,,,,,,Green Bond,Self-Labeled Green Bond,2022,South Korean Won,27520916,Fixed Coupon,3.5,,1.7,,
RIZAL COMMERCIAL BANKING CORP,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Philippine Peso,253936672,Fixed Coupon,3.0,,1.7,,
WOORI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Social Bond,,2022,South Korean Won,6880229,Fixed Coupon,3.6,,1.7,,
EXPORT-IMPORT BANK OF KOREA,Non-Sovereign,Private Institution,Import-Export Banks,,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,567985000,Floating Coupon,4.9,,1.7,,
EXPORT-IMPORT BANK OF KOREA,Non-Sovereign,Private Institution,Import-Export Banks,,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,567985000,Floating Coupon,4.9,,1.7,,
JB WOORI CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,13760458,Fixed Coupon,3.7,,1.7,,
SHINHAN CAPITAL CO LTD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,6880229,Fixed Coupon,3.7,,1.7,,
KB CAPITAL CO LTD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,34401145,Floating Coupon,4.0,,1.7,,
CREDIT AGRICOLE CIB FINANCE LUXEMBOURG SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2022,Euro,722890,Fixed Coupon,0.5,,1.7,,
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD (HONG KONG BRANCH),Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Hong Kong Dollar,256719636,Fixed Coupon,3.0,,1.7,,
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD (DUBAI BRANCH),Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,274416180,Fixed Coupon,3.2,,1.7,,
LANDESBANK HESSEN THUERINGEN GIROZENTRALE,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,103270000,Fixed Coupon,0.4,,1.7,,
SAMSUNG CARD CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,34401145,Fixed Coupon,3.9,,1.7,,
HYUNDAI CAPITAL SERVICES INC,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,75682519,Fixed Coupon,3.9,,1.7,,
HYUNDAI CAPITAL SERVICES INC,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,34401145,Floating Coupon,4.3,,1.7,,
LOTTE CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,20640687,Fixed Coupon,4.1,,1.7,,
RED SURCOS SA,Non-Sovereign,Private Institution,Pesticides,,,,,,Sustainability Bond,,2022,US Dollar,20000000,Fixed Coupon,2.7,,1.7,,
LOTTE CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,13760458,Fixed Coupon,4.1,,1.7,,
HYUNDAI CAPITAL SERVICES INC,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Swiss Franc,109962613,Fixed Coupon,1.2,,1.7,,
EAST NIPPON EXPRESSWAY CO LTD,Non-Sovereign,Private Institution,Highway Operators,,,,,,Social Bond,,2022,Japanese Yen,264200793,Fixed Coupon,0.1,,1.7,,
INDEPENDENT ADMINISTRATIVE INSTITUTION JAPAN STUDENT SERVICES ORGANIZATION,Non-Sovereign,Private Institution,Business Support Services (NEC),,,,,,Social Bond,,2022,Japanese Yen,198150594,Fixed Coupon,0.0,,1.7,,
RAIFFEISEN BANK INTERNATIONAL AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Czech Koruna,27074676,Fixed Coupon,5.2,,1.7,,
AFRICAN DEVELOPMENT BANK,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Social Bond,,2022,Ugandan Shilling,5184175,Fixed Coupon,10.5,,1.7,,
ALUMINUM CORPORATION OF CHINA LTD,Non-Sovereign,Private Institution,Aluminum (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,68604045,Fixed Coupon,2.5,,1.7,,
STATE GRID INTERNATIONAL LEASING COMPANY LTD,Non-Sovereign,Private Institution,Consumer Leasing,,,,,,Sustainability Bond,,2022,Chinese Yuan,137208090,Fixed Coupon,2.7,,1.7,,
HUANENG POWER INTERNATIONAL INC,Non-Sovereign,Private Institution,Fossil Fuel IPPs,,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,41162427,Fixed Coupon,2.4,,1.7,,
WANHUA CHEMICAL GROUP CO LTD,Non-Sovereign,Private Institution,Commodity Chemicals (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,27441618,Fixed Coupon,2.4,,1.7,,
LANDESBANK HESSEN THUERINGEN GIROZENTRALE,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,103270000,Fixed Coupon,0.5,,1.7,,
BANCO COOPERATIVO SICREDI SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Brazilian Real,25836,Floating Coupon,0.0,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,61922061,Fixed Coupon,3.7,,1.7,,
HUANENG TIANCHENG FINANCIAL LEASING CO LTD,Non-Sovereign,Private Institution,Commercial Leasing,,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,68604045,Fixed Coupon,2.8,,1.7,,
KFW,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Hungarian Forint,102048626,Fixed Coupon,9.0,,1.7,,
NH CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,South Korean Won,6880229,Fixed Coupon,4.4,,1.7,,
LOTTE CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,27520916,Fixed Coupon,4.6,,1.7,,
SHINHAN CAPITAL CO LTD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,20640687,Fixed Coupon,2.6,,1.7,,
THAIFOODS GROUP PCL,Non-Sovereign,Private Institution,Meat Processing,,,,,,Social Bond,,2022,Thai Baht,19486271,Fixed Coupon,4.0,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,11400000,Fixed Coupon,3.3,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,41281374,Fixed Coupon,3.6,,1.7,,
WOORI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Social Bond,,2022,South Korean Won,34401145,Fixed Coupon,4.4,,1.7,,
KOREA WESTERN POWER CO LTD,Non-Sovereign,Private Institution,Fossil Fuel Electric Utilities,,,,,,Green Bond,Self-Labeled Green Bond,2022,South Korean Won,75682519,Fixed Coupon,4.0,,1.7,,
LANDESBANK HESSEN THUERINGEN GIROZENTRALE,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,103270000,Fixed Coupon,0.2,,1.7,,
RIKSHEM AB (PUBL),Non-Sovereign,Private Institution,Real Estate Rental. Development & Operations (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,27423306,Fixed Coupon,0.7,,1.7,,
SK ETERNIX CO LTD,Non-Sovereign,Private Institution,Electric Utilities (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2022,South Korean Won,13760458,Fixed Coupon,6.0,,1.7,,
NTT FINANCE CORP,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,500000000,Fixed Coupon,4.1,,1.7,,
NH CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,South Korean Won,13760458,Fixed Coupon,4.5,,1.7,,
NTT FINANCE CORP,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,500000000,Fixed Coupon,4.1,,1.7,,
JIANGSU SHAGANG GROUP CO LTD,Non-Sovereign,Private Institution,Iron & Steel (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Chinese Yuan,96045663,Fixed Coupon,2.8,,1.7,,
GYEONGGI HOUSING & URBAN DEVELOPMENT CORP,Non-Sovereign,Private Institution,Construction & Engineering (NEC),,,,,,Social Bond,,2022,South Korean Won,48161603,Fixed Coupon,4.1,,1.7,,
WOORI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Social Bond,,2022,South Korean Won,110083664,Fixed Coupon,4.4,,1.7,,
WOORI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Social Bond,,2022,South Korean Won,89442977,Fixed Coupon,4.6,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,6000000,Fixed Coupon,2.9,,1.7,,
CAGAMAS BHD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Social Bond,,2022,Malaysian Ringgit,64232590,Fixed Coupon,3.8,,1.7,,
CAGAMAS BHD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Social Bond,,2022,Malaysian Ringgit,24791526,Fixed Coupon,3.8,,1.7,,
VASTRA MALARDALEN SB,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,27423306,Floating Coupon,4.3,,1.7,,
HAOJI RAILWAY CO LTD,Non-Sovereign,Private Institution,Railway Construction,,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,343020224,Fixed Coupon,2.5,,1.7,,
BANQUE INTERNATIONALE A LUXEMBOURG SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Euro,6196200,Fixed Coupon,1.5,,1.7,,
MERITZ CAPITAL CO LTD,Non-Sovereign,Private Institution,Consumer Lending (NEC),,,,,,Sustainability Bond,,2022,South Korean Won,55041832,Fixed Coupon,4.2,,1.7,,
DEVELOPMENT BANK OF JAPAN INC,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Sustainability Bond,,2022,Japanese Yen,66050198,Fixed Coupon,0.0,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,41281374,Fixed Coupon,3.5,,1.7,,
HUANENG POWER INTERNATIONAL INC,Non-Sovereign,Private Institution,Fossil Fuel IPPs,,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,68604045,Fixed Coupon,2.1,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,500000000,Fixed Coupon,3.0,,1.7,,
WOORI CARD CO LTD,Non-Sovereign,Private Institution,Consumer Credit Cards Services,,,,,,Social Bond,,2022,South Korean Won,34401145,Fixed Coupon,4.4,,1.7,,
STOCKHOLM  REGION OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,77699367,Floating Coupon,4.5,,1.7,,
STOCKHOLM  REGION OF,Non-Sovereign,Government,Government & Government Finance (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,Swedish Krona,59417163,Fixed Coupon,2.5,,1.7,,
CAGAMAS BHD,Non-Sovereign,Private Institution,Corporate Financial Services (NEC),,,,,,Sustainability Bond,,2022,Malaysian Ringgit,10141988,Fixed Coupon,3.7,,1.7,,
VELLINGE  MUNICIPALITY OF,Non-Sovereign,Government,Public Finance Activities,,,,,,Green Bond,Self-Labeled Green Bond,2022,Swedish Krona,18282204,Fixed Coupon,2.8,,1.7,,
WEST NIPPON EXPRESSWAY CO LTD,Non-Sovereign,Private Institution,Highway Operators,,,,,,Social Bond,,2022,Japanese Yen,198150594,Fixed Coupon,0.1,,1.7,,
INDUSTRIAL BANK OF KOREA,Non-Sovereign,Private Institution,Corporate Banks,,,,,,Social Bond,,2022,South Korean Won,178885953,Fixed Coupon,4.1,,1.7,,
KOREA SMES AND STARTUPS AGENCY,Non-Sovereign,Government,Government Administration Activities,,,,,,Social Bond,,2022,South Korean Won,89442977,Fixed Coupon,4.1,,1.7,,
MTR CORP LTD,Non-Sovereign,Private Institution,Commuting Services,,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,34302022,Fixed Coupon,2.9,,1.7,,
DEUTSCHE BANK AG,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,CBI Aligned Green bond,2022,US Dollar,7600000,Fixed Coupon,3.2,,1.7,,
CREDIT AGRICOLE CIB FINANCE LUXEMBOURG SA,Non-Sovereign,Private Institution,Banks (NEC),,,,,,Green Bond,Self-Labeled Green Bond,2022,Euro,2581750,Floating Coupon,2.0,,1.7,,
HAOJI RAILWAY CO LTD,Non-Sovereign,Private Institution,Railway Construction,,,,,,Green Bond,Self-Labeled Green Bond,2022,Chinese Yuan,343020224,Variable Coupon,2.6,,1.7,,
